record_id,track,track_name,record_type,regulatory_class,device_type,category,material_family,material_form,brand,aliases,product_name,registrant,company_short,certificate_no,origin,approval_date,approval_year,valid_until,validity_status,market_scope,application_segment,primary_indication,approved_indications,indication_description,scope_full,specification,components,lidocaine_status,product_tags,market_claim,boundary_reason,source_account,source_title,source_url,evidence_text,confidence,official_verification_status,needs_nmpa_check,official_source,official_status,official_product_name,official_registrant,official_approval_date,official_valid_until,official_indication,official_scope,data_status,source_dataset,main_landscape_included,main_landscape_scope,main_landscape_exclusion_reason,analysis_role,strategic_segment,strategic_segment_name,manufacturer_group_key,manufacturer_group,portfolio_segments,portfolio_note
HA-国械注进20253130358-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,含药交联HA凝胶,注射用交联含药透明质酸钠凝胶 Cutegel Lidocaine,,注射用交联含药透明质酸钠凝胶 Cutegel Lidocaine,韩国BNC株式会社,BNC,国械注进20253130358,进口,2025-08-22,2025,2030-08-21,,复合材料类,复合材料类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联含药透明质酸钠凝胶 Cutegel Lidocaine,未见利多卡因,复合材料类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第7项，注射用交联含药透明质酸钠凝胶 Cutegel Lidocaine，韩国BNC株式会社，国械注进20253130358。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联含药透明质酸钠凝胶Cutegel Lidocaine,韩国BNC株式会社韩国BNC株式会社,2025-08-22,2030-08-21,鼻唇沟,本产品适用于注射到鼻唇沟部位的真皮中层，以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,bnc,BNC,玻尿酸,
HA-国械注进20253130360-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶 Sodium Hyaluronate Gel for Injection,,注射用交联透明质酸钠凝胶 Sodium Hyaluronate Gel for Injection,维瓦希 Laboratoires VIVACY,维瓦希 Laboratoires VIVACY,国械注进20253130360,进口,2025-08-22,2025,2030-08-21,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶 Sodium Hyaluronate Gel for Injection,未见利多卡因,注射填充类 / 进口 / 交联,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第5项，注射用交联透明质酸钠凝胶 Sodium Hyaluronate Gel for Injection，维瓦希 Laboratoires VIVACY，国械注进20253130360。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶Sodium Hyaluronate Gel for Injection,维瓦希Laboratoires VIVACY,2025-08-22,2030-08-21,鼻唇沟,适用于鼻唇沟部位真皮组织深层注射以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,维瓦希 laboratoires vivacy,维瓦希 Laboratoires VIVACY,玻尿酸,
HA-国械注进20253130421-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,含利多卡因注射用交联透明质酸钠凝胶 PRECISE-HA FILLER LIFT,,含利多卡因注射用交联透明质酸钠凝胶 PRECISE-HA FILLER LIFT,希玛德股份有限公司 SYMATESE SAS,希玛德股份有限公司 SYMATESE SAS,国械注进20253130421,进口,2025-09-16,2025,2030-09-15,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,含利多卡因注射用交联透明质酸钠凝胶 PRECISE-HA FILLER LIFT,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第4项，含利多卡因注射用交联透明质酸钠凝胶 PRECISE-HA FILLER LIFT，希玛德股份有限公司 SYMATESE SAS，国械注进20253130421。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因注射用交联透明质酸钠凝胶PRECISE-HA Filler FORM,希玛德股份有限公司SYMATESE SAS,2025-09-16,2030-09-15,鼻唇沟,适用于面部鼻唇沟部位真皮组织中层至深层及皮下注射以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,希玛德股份有限公司 symatese sas,希玛德股份有限公司 SYMATESE SAS,玻尿酸,
HA-国械注进20253130577-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,含利多卡因注射用交联透明质酸钠凝胶 Hyabell Ultra,,含利多卡因注射用交联透明质酸钠凝胶 Hyabell Ultra,艾多德姆股份有限公司 Adoderm GmbH,艾多德姆股份有限公司 Adoderm GmbH,国械注进20253130577,进口,2025-12-10,2025,2030-12-09,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,面部鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,含利多卡因注射用交联透明质酸钠凝胶 Hyabell Ultra,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,闲话医与美,玻尿酸的2025：医美再无械3神话,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第2项，含利多卡因注射用交联透明质酸钠凝胶 Hyabell Ultra，艾多德姆股份有限公司 Adoderm GmbH，国械注进20253130577。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因注射用交联透明质酸钠凝胶Hyabell Ultra,艾多德姆股份有限公司Adoderm GmbH,2025-12-10,2030-12-09,鼻唇沟,该产品用于面部鼻唇沟部位真皮下注射，以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,艾多德姆股份有限公司 adoderm gmbh,艾多德姆股份有限公司 Adoderm GmbH,玻尿酸,
HA-国械注准20263130004-肤质改善,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,非交联HA溶液,注射用透明质酸钠溶液,,注射用透明质酸钠溶液,杭州协合医疗用品有限公司,杭州协合,国械注准20263130004,国产,2026-01-08,2026,,,水光/肤质类,水光/肤质类,肤质改善,肤质改善,以透明质酸钠溶液或复合溶液为主，注册用途通常对应面部真皮浅层注射，暂时性改善皮肤干燥、肤色暗沉等肤质问题。,2026年1月获批，适应证待补充；文章判断大概率为水光用途。,,注射用透明质酸钠溶液,未见利多卡因,水光/肤质类 / 国产 / 非交联,,,闲话医与美,2026年以后公开获批补充,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：水光针第2项，注射用透明质酸钠溶液，杭州协合医疗用品有限公司，国械注准20263130004。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用透明质酸钠溶液,杭州协合医疗用品有限公司,2026-01-07,2031-01-06,肤质改善,在医疗机构中使用，用于面部真皮浅层注射，暂时性改善成人皮肤干燥、肤色暗沉。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,杭州协合,杭州协合,玻尿酸,
HA-国械注准20263130025-肤质改善,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,非交联HA溶液,注射用透明质酸钠溶液,,注射用透明质酸钠溶液,海南希睿达生物技术有限公司,希睿达生物,国械注准20263130025,国产,2026-01-08,2026,,,水光/肤质类,水光/肤质类,肤质改善,肤质改善,以透明质酸钠溶液或复合溶液为主，注册用途通常对应面部真皮浅层注射，暂时性改善皮肤干燥、肤色暗沉等肤质问题。,2026年1月获批，适应证待补充；文章判断大概率为水光用途。,,注射用透明质酸钠溶液,未见利多卡因,水光/肤质类 / 国产 / 非交联,,,闲话医与美,2026年以后公开获批补充,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：水光针第1项，注射用透明质酸钠溶液，海南希睿达生物技术有限公司，国械注准20263130025。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用透明质酸钠溶液,海南希睿达生物技术有限公司,2026-01-07,2031-01-06,肤质改善,在医疗机构中使用，用于面部真皮浅层注射暂时性改善成人皮肤干燥、肤色暗沉。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,希睿达生物,希睿达生物,玻尿酸,
HA-国械注准20263130044-面颊部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,HA+胶原复合溶液,重组I型α1亚型胶原蛋白及透明质酸钠复合溶液,,重组I型α1亚型胶原蛋白及透明质酸钠复合溶液,陕西巨子生物技术有限公司,巨子生物,国械注准20263130044,国产,2026-01-14,2026,,,复合材料类,复合材料类,面颊部,面颊部,用于面颊部软组织或真皮浅层注射，具体用途需结合注册证完整描述。,用于真皮层注射，以改善面颊部平滑度。,,重组I型α1亚型胶原蛋白及透明质酸钠复合溶液,未见利多卡因,复合材料类 / 国产 / 非交联 / 复合溶液,,,闲话医与美,2026年以后公开获批补充,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：面颊部第4项，重组I型α1亚型胶原蛋白及透明质酸钠复合溶液，陕西巨子生物技术有限公司，国械注准20263130044。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,重组I型α1亚型胶原蛋白及透明质酸钠复合溶液,陕西巨子生物技术有限公司,2026-01-14,2031-01-13,,该产品适用于满足该产品说明书中所列条件下，用于真皮层的注射，以改善面颊部平滑度。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,巨子生物,巨子生物,玻尿酸 / 胶原蛋白,
HA-国械注准20263130055-鼻唇沟,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶,,注射用交联透明质酸钠凝胶,济南格莱威医疗科技有限公司,格莱威医疗,国械注准20263130055,国产,2026-01-14,2026,,,注射填充类,注射填充类,鼻唇沟,鼻唇沟,用于面部中、重度鼻唇沟皱纹纠正或鼻唇沟填充。,鼻唇沟部位真皮组织中层至深层注射，以纠正中重度鼻唇沟皱纹。,,注射用交联透明质酸钠凝胶,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,2026年以后公开获批补充,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：鼻唇沟第3项，注射用交联透明质酸钠凝胶，济南格莱威医疗科技有限公司，国械注准20263130055。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,济南格莱威医疗科技有限公司,2026-01-14,2031-01-13,鼻唇沟,该产品适用于鼻唇沟部位真皮组织中层至深层注射以纠正中重度鼻唇沟皱纹。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,格莱威医疗,格莱威医疗,玻尿酸,
HA-国械注准20263130671-手部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,注射用交联透明质酸钠凝胶 海维纳斯・瑅派,,注射用交联透明质酸钠凝胶 海维纳斯・瑅派,海雅美生物技术（珠海）有限公司,海雅美,国械注准20263130671,国产,2026-04-01,2026,,,注射填充类,注射填充类,手部,手部,用于手部软组织容量改善或手部皮肤凹陷修饰。,手背部真皮深层注射，以改善手部皮肤外观。,,注射用交联透明质酸钠凝胶 海维纳斯・瑅派,未见利多卡因,注射填充类 / 国产 / 交联,,,闲话医与美,2026年以后公开获批补充,https://mp.weixin.qq.com/s/0NiHLEMxBuJgpZmpo6anKw,玻尿酸的2025：医美再无械3神话表格截图：手部第5项，注射用交联透明质酸钠凝胶 海维纳斯・瑅派，海雅美生物技术（珠海）有限公司，国械注准20263130671。,high,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用交联透明质酸钠凝胶,海雅美生物技术（珠海）有限公司,2026-04-01,2031-03-31,手部,该产品适用于手背部需要增加组织容量的人群，用于手背部真皮深层，以改善手部皮肤外观。,已结构化,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,海雅美,海雅美,玻尿酸,
HA-国械注进20213130485-颞部,ha,透明质酸钠,医疗器械,,器械 / 注射材料 / 透明质酸钠,透明质酸钠,透明质酸钠 / 玻尿酸,交联HA填充凝胶,乔雅登丰颜 / Juvéderm VOLUMA with Lidocaine,乔雅登丰颜 / Juvéderm VOLUMA with Lidocaine,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,艾尔建 / AbbVie,艾尔建 / AbbVie,国械注进20213130485,进口,2026-05-08,2026,2026-11-25,,注射填充类,注射填充类,颞部,颞部,用于颞部深层或骨膜上注射填充，以改善颞部凹陷或容量不足。,用于颞部骨膜上注射，以改善颞部凹陷。,,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,含利多卡因,注射填充类 / 进口 / 交联 / 含利多卡因,,,公众号原文,乔雅登丰颜获批新适应证，改善颞部凹陷,https://mp.weixin.qq.com/s/s7EPbpQUNzUzj-_oOY2hFw,艾伯维旗下艾尔建美学宣布，乔雅登丰颜（JUVÉDERM VOLUMA WITH LIDOCAINE）用于颞部骨膜上注射、以改善颞部凹陷的适用范围正式获得 NMPA 批准。,high,证号已官方核验/适应症待官方变更核验,是,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含利多卡因注射用交联透明质酸钠凝胶 Juvéderm VOLUMA with Lidocaine,艾尔建 Allergan,2021-11-26,2026-11-25,鼻部,产品适用于面颊部深层（皮下和/或骨膜上）注射，以重塑面部容积；适用于鼻背、鼻小柱和前鼻棘部位骨膜上层（硬骨膜上和/或软骨膜上）注射，以改善外鼻体积及形态。,已结构化/待官方核验,ha_benchmark_records_20260505.csv,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,ha,玻尿酸,abbvie_allergan,艾尔建 / AbbVie,玻尿酸 / 肉毒素,
PLLA-国械注准20213130276,plla,童颜针 / PLLA,医疗器械,,器械 / 注射针剂 / PLLA,PLLA童颜针,PLLA,PLLA微球冻干粉,艾维岚,,聚乳酸面部填充剂,长春圣博玛生物材料有限公司,圣博玛,国械注准20213130276,国产,2024-05-31,2024,2031-04-18,,,,鼻唇沟,,面部中、重度鼻唇沟皱纹纠正,适用于注射到真皮深层，以纠正中重度鼻唇沟皱纹。,型号：A1； 规格：340mg/瓶，170mg/瓶，85mg/瓶。,"该产品为聚乳酸微球、甘露醇和羧甲基纤维素钠组成的冻干粉,使用前需经0.9%氯化钠注射液复溶为混悬液。产品经辐照灭菌,一次性使用。货架有效期二年。",,,国内首款PLLA童颜针，温和自然，肤质改善明显,,美圈老卢,别乱打童颜针！2026最新12款合规械3清单，收藏这一篇就够了！,https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd,,,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,聚乳酸面部填充剂,长春圣博玛生物材料有限公司,2024-05-31,2031-04-18,鼻唇沟,适用于注射到真皮深层，以纠正中重度鼻唇沟皱纹。,已结构化,plla_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,regenerative,再生类,圣博玛,圣博玛,再生类,
PLLA-国械注准20213130460,plla,童颜针 / PLLA,医疗器械,,器械 / 注射针剂 / PLLA,PLLA童颜针,PLLA,PLLA/HA复合凝胶,濡白天使,,含左旋乳酸-乙二醇共聚物微球的交联透明质酸钠凝胶,爱美客技术发展股份有限公司,爱美客,国械注准20213130460,国产,2021-06-24,2021,2026-06-23,,,,鼻唇沟,,面部中、重度鼻唇沟皱纹纠正,本产品适用于真皮深层、皮下浅层及深层注射填充纠正中、重度鼻唇沟皱纹。,0.5 mL、0.75 mL、1.0 mL、1.5 mL、2.0 mL、2×0.5 mL、2×0.75 mL、2×1.0 mL,该产品由预灌封注射器、一次性使用无菌注射针和封装在注射器中的凝胶组成。凝胶主要由交联透明质酸钠、左旋乳酸-乙二醇共聚物微球、盐酸利多卡因、磷酸盐缓冲体系组成，其中左旋乳酸-乙二醇共聚物微球标示含量为18%。透明质酸钠是由微生物发酵法制备而成的，其标示浓度为17mg/mL，盐酸利多卡因的标示浓度为3mg/mL。封装了凝胶的注射器经高温蒸汽灭菌，一次性使用无菌注射针经环氧乙烷灭菌或辐照灭菌。该产品一次性使用。产品货架有效期2年。,,,PLLA+玻尿酸复合，即刻塑形+长效胶原再生,,美圈老卢,别乱打童颜针！2026最新12款合规械3清单，收藏这一篇就够了！,https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd,,,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,含左旋乳酸-乙二醇共聚物微球的交联透明质酸钠凝胶,爱美客技术发展股份有限公司,2021-06-24,2026-06-23,鼻唇沟,本产品适用于真皮深层、皮下浅层及深层注射填充纠正中、重度鼻唇沟皱纹。,已结构化,plla_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,regenerative,再生类,imeik,爱美客,玻尿酸 / 再生类 / 肉毒素,
PLLA-国械注进20243130043,plla,童颜针 / PLLA,医疗器械,,器械 / 注射针剂 / PLLA,PLLA童颜针,PLLA,PDLLA冻干粉,臻爱塑菲,艾塑菲 / AestheFill,聚乳酸面部填充剂 AestheFill,"（株）丽臻生物科技股份有限公司REGEN Biotech, Inc.",丽臻生物科技,国械注进20243130043,进口,2024-01-17,2024,2029-01-16,,,,鼻唇沟,,面部中、重度鼻唇沟皱纹纠正,本产品用于注射到面部真皮深层，以纠正中重度鼻唇沟皱纹。,AestheFill-V100、AestheFill-V200、AestheFill-V200-RF,该产品为PDLLA微球和羧甲基纤维素钠组成的冻干粉，使用前需经灭菌注射用水复溶为混悬液。该产品由环氧乙烷灭菌，为一次性使用。货架有效期二年。,,,韩国进口PDLLA，支撑力强，不易移位,,美圈老卢,别乱打童颜针！2026最新12款合规械3清单，收藏这一篇就够了！,https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd,,,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,聚乳酸面部填充剂 AestheFill,"（株）丽臻生物科技股份有限公司REGEN Biotech, Inc.",2024-01-17,2029-01-16,鼻唇沟,本产品用于注射到面部真皮深层，以纠正中重度鼻唇沟皱纹。,已结构化,plla_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,regenerative,再生类,丽臻生物科技,丽臻生物科技,再生类,
PLLA-国械注进20243130557,plla,童颜针 / PLLA,医疗器械,,器械 / 注射针剂 / PLLA,PLLA童颜针,PLLA,PLLA冻干粉,塑妍萃,Sculptra,注射用聚左旋乳酸填充剂Poly-L-lactic acid implant for injection,科医有限公司Q-Med AB,Q-Med / Galderma,国械注进20243130557,进口,2024-09-30,2024,2029-09-29,,,,中面部,,中面部容量缺失和/或轮廓缺陷,该产品用于真皮深层、皮下层注射，以矫正中面部容量缺失和/或中面部轮廓缺陷。,型号：Sculptra规格：1瓶、2瓶,该产品由聚左旋乳酸、羧甲基纤维素钠和甘露醇组成。无菌加工工艺生产。一次性使用。货架有效期36个月。,,,全球经典款，中面部容量填充效果稳定,,美圈老卢,别乱打童颜针！2026最新12款合规械3清单，收藏这一篇就够了！,https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd,,,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,注射用聚左旋乳酸填充剂Poly-L-lactic acid implant for injection,科医有限公司Q-Med AB,2024-09-30,2029-09-29,中面部,该产品用于真皮深层、皮下层注射，以矫正中面部容量缺失和/或中面部轮廓缺陷。,已结构化,plla_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,regenerative,再生类,galderma,高德美 / Galderma,玻尿酸 / 再生类 / 肉毒素,
PLLA-国械注准20243132279,plla,童颜针 / PLLA,医疗器械,,器械 / 注射针剂 / PLLA,PLLA童颜针,PLLA,PLLA微球冻干粉,普丽妍,,聚乳酸面部填充剂,普丽妍（南京）医疗科技有限公司,普丽妍医疗,国械注准20243132279,国产,2024-11-21,2024,2029-11-20,,,,鼻唇沟,,面部中、重度鼻唇沟皱纹纠正,该产品适用于注射到鼻唇沟部位真皮深层，以纠正中重度鼻唇沟皱纹。,367.5mg、183.75mg,该产品由聚左旋乳酸微球，辅以羧甲基纤维素钠、甘露醇制备而成的白色干粉状固体，以西林瓶、卤化丁基橡胶塞和铝塑组合盖包装而成。聚左旋乳酸微球经环氧乙烷灭菌，羧甲基纤维素钠、甘露醇用水溶解后湿热灭菌，灭菌包装，一次性使用。使用前需用灭菌注射用水复溶为混悬液。货架有效期二年。,,,国产无菌工艺，性价比高，改善凹陷自然,,美圈老卢,别乱打童颜针！2026最新12款合规械3清单，收藏这一篇就够了！,https://mp.weixin.qq.com/s?__biz=MzIyMDEzNzE3NQ==&mid=2649626559&idx=1&sn=dfbf04d3a96de1ad3c97e3b5f7b26be9&chksm=8eb83beb55b6923c75a005f146f5726783f17d9adabe2fc432abd1a851f0db1a40a6f42574ee&mpshare=1&scene=24&srcid=0504GRcPNjQfByNWbwqWuV8x&sharer_shareinfo=d013d2d849ed18db09325f6226830bce&sharer_shareinfo_first=d013d2d849ed18db09325f6226830bce#rd,,,已官方核验/国家政务服务平台NMPA器械查询,否,国家政务服务平台 NMPA 医疗器械注册证查询,verified,聚乳酸面部填充剂,普丽妍（南京）医疗科技有限公司,2024-11-21,2029-11-20,鼻唇沟,该产品适用于注射到鼻唇沟部位真皮深层，以纠正中重度鼻唇沟皱纹。,已结构化,plla_dashboard_data.json,是,主全赛道行业格局,,参与主全赛道行业格局、核心KPI、厂家竞争力和赛道结构分析。,regenerative,再生类,普丽妍医疗,普丽妍医疗,再生类,
